EM_QUAL_DEPARTAMENTO_DO_CEPEL_VOCE_ESTA_ALOCADO,FAVOR_APONTAR_SUA_FAIXA_ETARIA,FAVOR_APONTAR_O_SEU_TEMPO_DE_CASA_NO_CEPEL,FAVOR_APONTAR_SEU_MAIOR_NIVEL_DE_FORMACAO_EDUCACIONAL,HA_QUANTO_TEMPO_VOCE_JA_PROGRAMA_DESENVOLVE_SISTEMAS,HA_QUANTO_TEMPO_VOCE_JA_TRABALHA_COM_DADOS_GOVERNANCA_ENGENHARIA_CIENCIA_OU_ANALISE_DE_DADOS,SENIORIDADE_TEMPO_DE_CASA_NO_CEPEL,SENIORIDADE_TEMPO_VOCE_JA_PROGRAMA_DESENVOLVE_SISTEMAS,SENIORIDADE_TEMPO_VOCE_JA_TRABALHA_COM_DADOS_GOVERNANCA_ENGENHARIA_CIENCIA_OU_ANALISE_DE_DADOS,TECNOLOGIA,RESPOSTA,CATEGORIA,TOTAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,BACKSTAGE_IDP,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,BDD_BEHAVIORDRIVEN_DESIGN,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,BITBUCKET_PIEPELINES,Uso atualmente,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,BSC_DESIGNER,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,BUGZILLA,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,C,Uso atualmente,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CHEF,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CHROME_OS,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CIRCLE_CI,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CKAN,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CLEAN_ARCHITECTURE_E_CLEAN_CODE,Uso atualmente,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CLICKUP,Já usei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CODER_CDE,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,COMPASS,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CONFLUENCE,Já usei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CRISPDM,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CROSSPLANE,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CURSOR,Uso atualmente,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,CVS_CONCURRENT_VERSION_SYSTEM,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,C_E_C,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DATAOPS,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DDD_DOMAINDRIVEN_DESIGN,Uso atualmente,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DESIGN_PATTERNS,Uso atualmente,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DEVOPS,Uso atualmente,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DEVSECOPS_OWASP_TOP_10,Uso atualmente,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DMBOK,Me interesso em usar,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DOCKER,Já usei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DOCKERCOMPOSE,Uso atualmente,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DOCKERSWARM,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DOXYGEN,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DRAWIO,Uso atualmente,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,DVC_DATA_VERSION_CONTROL,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,ECLIPSE,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,EMACS,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,EXTREME_PROGRAMMING_XP,Me interesso em usar,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,FLUXCD,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,FORTRAN,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GITHUB_ACTIONS,Uso atualmente,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GITHUB_CODESPACES,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GITLAB_CICD,Me interesso em usar,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GIT_BITBUCKET,Uso atualmente,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GIT_GITHUB,Uso atualmente,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GIT_GITLAB,Me interesso em usar,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GIT_LFS_LARGE_FILE_STORAGE,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GLPI,Uso atualmente,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GO,Me interesso em usar,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,GOOGLE_COLABORATORY,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,INTELLIJ_IDEA,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,IOS,Uso atualmente,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,JAVA,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,JAVASCRIPT,Uso atualmente,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,JENKINS,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,JIRA,Uso atualmente,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,JULIA,Me interesso em usar,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,JUPYTER_LABNOTEBOOK,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,KAGGLE_NOTEBOOKS,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,KANBAN,Já usei,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,KEEP_A_CHANGELOG,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,KUBERNETES,Já usei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,LABVIEW,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,LABVIEW2,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,LAKEFS,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,LINEAR,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,LINUX_ALPINE,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,LINUX_ARCH_MANJARO_ENDEAVOUROS,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,LINUX_DEBIAN_UBUNTU_MINT_KALI,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,LINUX_SUSE,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MACOS,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MANTIS,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MATLAB,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MERCURIAL,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MIRO,Já usei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MKDOCS,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MLOPS,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MONDAYCOM,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MS_SHAREPOINT,Uso atualmente,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MS_TEAMS,Uso atualmente,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MS_VISUAL_STUDIO,Uso atualmente,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,MS_WHITEBOARD,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,NETBEAMS,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,NORNIR,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,NOTION,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OBS_STUDIO,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OCTOPUSDEPLOY,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OPENTOFU,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OPSLEVEL,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRA,Não tenho opinião / Não sei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Me interesso em usar,SISTEMA_OPERACIONAL,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Não tenho opinião / Não sei,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Não tenho opinião / Não sei,CI_CD,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Não tenho opinião / Não sei,CONTROLE_DE_VERSAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Não tenho opinião / Não sei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Não tenho opinião / Não sei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Não tenho opinião / Não sei,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,OUTRO,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PHP,Já usei,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PLANNER,Já usei,FERRAMENTAS_GESTAO_PROJETOS,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PLANTUML,Já usei,DOCUMENTACAO_COLABORACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PMBOK,Já usei,METODOLOGIAS_GESTAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PODMAN,Uso atualmente,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PORT,Não tenho opinião / Não sei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PRINCIPIOS_KISS,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PRINCIPIOS_SOLID,Uso atualmente,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PRINCIPIOS_YAGNI,Me interesso em usar,BOAS_PRATICAS_ENGENHARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PROXMOX,Não tenho opinião / Não sei,VIRTUALIZACAO_E_ACESSO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PULUMI,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PUPPET,Não tenho opinião / Não sei,INFRAESTRUTURA_COMO_CODIGO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PYCHARM,Já usei,IDES_E_FERRAMENTAS_DEV,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,PYTHON,Uso atualmente,LINGUAGEM_PROGRAMACAO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,QUAIS_DAS_SEGUINTES_LINGUAGENS_DE_PROGRAMACAO_VOLTADAS_A_DADOS_LHE_SAO_PRIORITARIAS,SQL;Python;C#;,LINGUAGEM_PRIORITARIA,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,QUAIS_DOS_SEGUINTES_FRAMEWORKSFERRAMENTAS_DE_CONTROLE_DE_VERSAO_DE_SOFTWAREDADOS_LHE_SAO_PRIORITARIOS,Git + GitHub;Git + Bitbucket;SVN (Apache Subversion);,CONTROLE_VERSAO_PRIORITARIO,1
DT/DTS - Depto de Transição Energética e Sustentabilidade,25-34 anos,6-10 anos,Especialização,5-10 anos,3-5 anos,Senior,Senior,Pleno,QUAIS_DOS_SEGUINTES_FRAMEWORKSFERRAMENTAS_DE_DESENVOLVIMENTO_DE_SOFTWAREDADOS_LHE_SAO_PRIORITARIOS,MS Visual Studio;VS Code;Cursor;,IDES_PRIORITARIO,1
